damesano;coenti;coramo;premio_ganho;sinistro_ocorrido;desp_com;data_competencia
202202;5720;9930,0;7631888,38;5029019,53;3024913,97;2022-02-01
202202;5720;10610,0;836478,01;10223,35;308708,58;2022-02-01
202202;5720;10650,0;573434,77;28935,63;219240,4;2022-02-01
202202;5720;11010,0;7274337,43;26211625,84;826388,26;2022-02-01
202202;5720;11300,0;7615798,61;2807259,66;2193199,43;2022-02-01
202202;5720;11620,0;7149041,72;-1856320,05;2220865,18;2022-02-01
202202;5720;13690,0;2471,42;-136540,66;10868,82;2022-02-01
202202;5720;13770,0;723961,47;1643,15;482039,68;2022-02-01
202202;5720;13810,0;516922,82;105826,12;176755,05;2022-02-01
202202;5720;13840,0;177280,39;77317,75;44626,31;2022-02-01
202202;5720;13910,0;1891144,41;1184514,29;523225,71;2022-02-01
202202;5720;14330,0;0,0;538,92;0,0;2022-02-01
202202;5720;15350,0;0,0;851,79;0,0;2022-02-01
202202;5720;16010,0;64443,79;3688,64;39964,4;2022-02-01
202201;5819;1140,0;1087,57;0,0;55,64;2022-01-01
202201;5819;1180,0;396,68;0,0;90,72;2022-01-01
202201;5819;3780,0;12550,22;-2000,0;-19102,5;2022-01-01
202201;5819;6230,0;904893,31;360287,27;79916,83;2022-01-01
202201;5819;6280,0;2477737,25;991937,21;280341,97;2022-01-01
202201;5819;7750,0;3452786,84;0,0;1034174,94;2022-01-01
202201;5819;7760,0;75150,09;0,0;24384,75;2022-01-01
202201;5819;9290,0;848534,4;213889,61;267888,62;2022-01-01
202201;5819;9360,0;230,35;0,0;13,82;2022-01-01
202201;5819;9770,0;1645503,36;398395,26;982524,09;2022-01-01
202201;5819;9820,0;1792189,41;3583,29;801411,16;2022-01-01
202201;5819;9840,0;2206,98;0,0;820,46;2022-01-01
202201;5819;9870,0;1572,22;41192,04;638,36;2022-01-01
202201;5819;9900,0;1696,21;0,0;0,64;2022-01-01
202202;5819;9930,0;6597206,36;3605889,17;2926022,01;2022-02-01
202202;5819;10610,0;2101720,64;1386083,15;235189,37;2022-02-01
202202;5819;10650,0;606024,28;0,0;59568,43;2022-02-01
202202;5819;13290,0;303,01;0,0;377,25;2022-02-01
202202;5819;13690,0;785572,75;366485,88;23359,04;2022-02-01
202202;5819;13810,0;6586,67;10000,0;2035,14;2022-02-01
202202;5819;17340,0;2182385,04;0,0;0,0;2022-02-01
202202;5843;1670,0;2536303,47;2591507,74;775870,8;2022-02-01
202202;5843;3510,0;1135187,93;260970,77;312880,76;2022-02-01
202202;5843;5200,0;28889,02;-119584,12;5631,24;2022-02-01
202202;5843;5240,0;2713308,59;201897,41;1645209,02;2022-02-01
202202;5843;5250,0;454,81;0,0;130,33;2022-02-01
202202;5843;5310,0;1239402,98;1059880,51;437527,22;2022-02-01
202307;1414;1410,0;37540,4;0,0;4770,29;2023-07-01
202307;1414;3780,0;4041223,52;2844501,16;778425,97;2023-07-01
202204;4669;7750,0;18758078,32;-4744232,2;4213024,05;2022-04-01
202204;4669;7760,0;383022,85;-58875,39;88749,21;2022-04-01
202202;5843;5420,0;1467614,79;809831,01;605260,54;2022-02-01
202202;5843;5530,0;335726,99;15687860,52;61611,97;2022-02-01
202202;5843;6210,0;462462,71;148413,06;124961,24;2022-02-01
202202;5843;6220,0;102993,75;697,48;28356,09;2022-02-01
202202;5843;6540,0;599958,18;255349,88;170421,75;2022-02-01
202202;5843;6550,0;503483,88;271679,46;142909,53;2022-02-01
202307;1414;9770,0;1196,39;0,0;255,2;2023-07-01
202307;1414;1180,0;465168,59;-62659,82;103282,48;2023-07-01
202202;5355;1140,0;0,0;19,9;0,0;2022-02-01
202202;5843;11300,0;1436798,25;3100968,19;485482,3;2022-02-01
202202;5843;11620,0;6214150,19;2032806,87;2122298,71;2022-02-01
202304;6921;6280,0;4376772,82137211;2513466,274;744464,646047101;2023-04-01
202208;6301;9290,0;213652,03;60667,67;71113,61;2022-08-01
202208;6301;9770,0;25110794,52;8131854,41;8991030,88;2022-08-01
202208;6301;9820,0;8006185,42;315900,07;2786240,59;2022-08-01
202208;6301;9840,0;290558,34;353789,68;98377,43;2022-08-01
202202;5843;11980,0;11249,64;112840,89;3374,9;2022-02-01
202205;5886;9770,0;7053194,49;1308743,1;1228884,32;2022-05-01
202205;5886;9800,0;0,0;3392,94;0,0;2022-05-01
202205;5886;9810,0;0,0;0,01;11269,45;2022-05-01
202205;5886;9820,0;11670634,99;3007847,99;3859993,26;2022-05-01
202204;4669;9770,0;209543,35;103055,53;302291,75;2022-04-01
202204;4669;9820,0;68346,65;131262,08;34253,44;2022-04-01
202204;2143;1140,0;524,67;0,0;262,33;2022-04-01
202204;2143;1710,0;15482314,94;2164635,31;8335631,73;2022-04-01
202204;2143;1950,0;62067450,85;6134321,27;42959288,09;2022-04-01
202204;2143;5240,0;1337334,28;213163,27;473836,98;2022-04-01
202205;5886;9840,0;18795,16;0,0;3831,99;2022-05-01
202205;5886;9870,0;31992,62;40666,59;6207,92;2022-05-01
202205;5886;9900,0;1639841,44;474199,86;497187,69;2022-05-01
202205;5886;9910,0;0,0;2646,21;2735,87;2022-05-01
202205;5886;9930,0;19864525,98;9849676,9;5508395,81;2022-05-01
202205;5886;11010,0;2685312,99;2262845,52;347553,81;2022-05-01
202205;5886;11300,0;180098,09;-257045,72;27498,47;2022-05-01
202205;5886;11620,0;72468,2;-2247,72;13722,45;2022-05-01
202205;5886;13290,0;1352918,17;489525,36;346456,83;2022-05-01
202205;5886;13690,0;6868534,85;883211,0;1262457,32;2022-05-01
202205;5886;13770,0;2035670,42;82248,92;1769130,71;2022-05-01
202205;5886;13800,0;61,68;0,0;6,16;2022-05-01
202205;5886;13810,0;7203585,16;2367952,4;1858019,98;2022-05-01
202205;5886;13840,0;2378664,21;0,0;462253,81;2022-05-01
202205;5886;13900,0;8046542,54;4723890,29;1974745,84;2022-05-01
202205;5886;13910,0;29483422,55;12681292,3;8037812,52;2022-05-01
202109;5495;16010,0;448595,61;15750,0;197130,12;2021-09-01
202109;5495;16020,0;620665,87;20437,45;409508,17;2021-09-01
202109;5495;17340,0;97292,3;0,0;4601,19;2021-09-01
202109;5495;22930,0;28517,28;0,0;11508,37;2021-09-01
202205;3476;1140,0;40968080,32;6339583,54;14265248,99;2022-05-01
202205;3476;10610,0;22699976,16;-909027,23;4537023,4;2022-05-01
202205;3476;10650,0;7401680,82;-3953237,62;1479234,39;2022-05-01
202205;5886;14570,0;1,45;0,0;0,02;2022-05-01
202202;6572;11300,0;2161469,88;633700,05;585175,08;2022-02-01
202205;5886;22930,0;485687,24;0,0;184952,53;2022-05-01
202206;5886;14570,0;1,41;0,0;0,03;2022-06-01
202204;4669;9930,0;782819,19;390246,06;191537,59;2022-04-01
202201;5908;1140,0;0,0;1309,0;0,0;2022-01-01
202201;5908;1160,0;0,0;49271,2;0,0;2022-01-01
202201;5908;1180,0;459577,08;670355,48;41309,88;2022-01-01
202201;5908;1670,0;1239121,05;194557,37;-562110,87;2022-01-01
202201;5908;1710,0;5573349,52;815947,15;3048525,56;2022-01-01
202201;5908;1950,0;2299318,27;404158,2;1600303,76;2022-01-01
202201;5908;1960,0;2121043,88;2197321,63;50373,97;2022-01-01
202201;5908;3100,0;2085389,78;40822,41;36360,71;2022-01-01
202201;5908;3270,0;333261,79;0,0;206721,36;2022-01-01
202201;5908;3510,0;1074496,54;2163239,79;-177991,89;2022-01-01
202201;5908;5420,0;0,0;7524,93;0,0;2022-01-01
202201;5908;5530,0;0,0;1066724,32;0,0;2022-01-01
202201;5908;6210,0;0,0;42511,98;0,0;2022-01-01
202201;5908;6220,0;0,0;365977,62;0,0;2022-01-01
202201;5908;6520,0;0,0;12631,07;0,0;2022-01-01
202201;5908;6540,0;0,0;323215,11;0,0;2022-01-01
202201;5908;6550,0;0,0;40522,58;0,0;2022-01-01
202201;5045;9820,0;361,63;6221,91;0,03;2022-01-01
202201;5045;9930,0;22194,5;23787,44;1500,88;2022-01-01
202202;5908;6520,0;0,0;6909,04;0,0;2022-02-01
202202;5908;6540,0;0,0;20047,57;0,0;2022-02-01
202202;5908;6550,0;0,0;94033,58;0,0;2022-02-01
202202;5908;7480,0;87554,87;138389,55;53754,99;2022-02-01
202202;5908;7750,0;16882,76;24,31;5045,3;2022-02-01
202202;5908;9290,0;1093200,02;546173,35;169934,28;2022-02-01
202202;5908;9690,0;0,0;639,94;-868,58;2022-02-01
202202;5908;9770,0;24360072,3;18309903,01;10978296,75;2022-02-01
202202;5908;9820,0;10010473,55;3909254,61;3574652,85;2022-02-01
202202;5908;9840,0;63062,85;-35000,0;13901,38;2022-02-01
202202;5908;9900,0;48273,21;43187,59;7754,74;2022-02-01
202202;5908;9930,0;41767777,88;16213256,59;14542518,64;2022-02-01
202202;5908;13690,0;0,0;17895,75;0,0;2022-02-01
202101;5495;9840,0;15497,19;0,0;6839,08;2021-01-01
202101;5495;9870,0;0,0;1232,64;0,0;2021-01-01
202202;5908;13770,0;2499754,43;15713,38;2197147,29;2022-02-01
202110;1261;16010,0;2613584,96999999;356409,53;1598579,34;2021-10-01
202111;1261;16010,0;2799541,65000001;-880807,0;1720677,46;2021-11-01
202112;5312;7460,0;100514,56;21043,9;23303,45;2021-12-01
202202;5941;1140,0;84341,56;3179,27;38562,91;2022-02-01
202207;3476;1140,0;43864001,97;3940551,85;15355698,31;2022-07-01
202207;3476;10610,0;26740425,22;4804416,79;5395512,02;2022-07-01
202207;3476;10650,0;8729751,24;473726,1;1754950,76;2022-07-01
202202;5941;1180,0;124,31;0,0;31,08;2022-02-01
202202;5941;1710,0;24989,96;1200,8;19159,09;2022-02-01
202202;5941;1950,0;789059,77;131797,76;541244,95;2022-02-01
202202;5941;3510,0;4,79;0,0;1,19;2022-02-01
202202;5941;5310,0;0,0;130301,84;0,0;2022-02-01
202207;5690;1410,0;152163,48;-669,26;26448,3;2022-07-01
202207;5690;1670,0;462,61;-3105,93;94,35;2022-07-01
202202;5941;9770,0;126870,97;540,67;64582,44;2022-02-01
202208;5690;15370,0;130752,77;3671,58;18512,92;2022-08-01
202208;5690;15970,0;36314,3;-496,05;11234,45;2022-08-01
202207;5690;1710,0;145486,36;-11379,61;25765,46;2022-07-01
202204;5941;1140,0;95403,61;235,87;43525,54;2022-04-01
202204;5941;1710,0;20027,98;12996,76;15784,53;2022-04-01
202204;5941;1950,0;720157,97;158922,18;495553,12;2022-04-01
202201;5991;7480,0;261809,19;100460,21;26,77;2022-01-01
202201;5991;7750,0;11408357,8;1576927,33;2090194,46;2022-01-01
202201;5991;7760,0;1855486,93;4629898,92;399048,19;2022-01-01
202112;6190;6520,0;155958,6;-80527,78;43263,43;2021-12-01
202112;6190;6540,0;17047132,12;8380446,62;3875476,45;2021-12-01
202112;6190;6550,0;10614284,54;18967707,66;2445093,73;2021-12-01
202202;5991;1110,0;0,0;2797,67;0,0;2022-02-01
202202;5991;1180,0;1355045,04;394966,43;242793,9;2022-02-01
202202;5991;1410,0;2838876,02;462491,45;191381,71;2022-02-01
202202;5991;1670,0;3022773,88;1293071,19;255121,81;2022-02-01
202202;5991;1710,0;0,0;504,5;0,0;2022-02-01
202202;5991;1960,0;24616913,11;6894957,22;1475192,1;2022-02-01
202202;5991;3100,0;1587790,84;403582,96;241675,84;2022-02-01
202202;5991;3510,0;1737221,48;684153,16;310682,17;2022-02-01
202202;5991;6210,0;2296556,51;1856743,38;513272,84;2022-02-01
202202;5991;6220,0;752406,23;365150,6;158494,24;2022-02-01
202202;5991;6320,0;124476,64;102265,14;25359,33;2022-02-01
202202;5991;6380,0;212584,33;436848,92;16791,24;2022-02-01
202202;5991;6520,0;16589,69;-775,32;4147,33;2022-02-01
202202;5991;6540,0;1496373,31;713083,32;332235,74;2022-02-01
202202;5991;6550,0;830739,34;394934,69;192276,5;2022-02-01
202202;5991;7110,0;3917,91;590,17;195,9;2022-02-01
202202;5991;7400,0;0,0;67,25;0,0;2022-02-01
202207;3531;16010,0;343053,97;15189,11;220395,66;2022-07-01
202207;4952;5310,0;54183511,62;40782525,13;11856351,36;2022-07-01
202101;6017;9290,0;98472,32;70298,73;22548,47;2021-01-01
202101;6017;9770,0;105121,04;-19899,01;38701,18;2021-01-01
202101;6017;9800,0;727,4;-977,04;210,75;2021-01-01
202101;6017;9820,0;308554,39;-28538,56;73785,16;2021-01-01
202101;6017;9840,0;3147,04;-1762,75;831,9;2021-01-01
202101;6017;9900,0;12418,17;-751,3;3451,14;2021-01-01
202202;5991;7450,0;0,0;24993,41;0,0;2022-02-01
202202;5991;7480,0;178511,59;15403,0;17,87;2022-02-01
202202;5991;7750,0;9437304,58;1327584,97;1725803,98;2022-02-01
202202;5991;7760,0;1783375,78;265317,35;364225,2;2022-02-01
202202;5991;11010,0;24280918,15;56562256,9;2366367,28;2022-02-01
202202;5991;11020,0;0,0;33355,97;0,0;2022-02-01
202202;5991;11030,0;368805,4;-2222334,87;57941,92;2022-02-01
202202;5991;11040,0;322814,15;-59923,85;56556,87;2022-02-01
202202;5991;11300,0;2708779,07;1761992,43;392594,69;2022-02-01
202202;5991;11620,0;871171,69;240017,21;152654,65;2022-02-01
202207;1414;9770,0;250,73;0,0;53,3;2022-07-01
202207;1414;1710,0;2351815,07;413767,78;493043,27;2022-07-01
202207;1414;6540,0;2793400,87;2518882,18;719086,28;2022-07-01
202203;5118;9930,0;0,0;178,44;0,0;2022-03-01
202112;6033;13290,0;18096,28;-15,09;5461,73;2021-12-01
202112;6033;13810,0;174854,05;2914,89;50995,41;2021-12-01
202111;5193;9930,0;2160199,31;2342586,2;1043742,26;2021-11-01
202205;5177;9290,0;77503,08;22614,48;20028,28;2022-05-01
202203;5193;9290,0;127379,02;58373,74;31609,53;2022-03-01
202201;6084;9290,0;776146,78;103815,78;134118,83;2022-01-01
202201;6084;9770,0;33417,03;-5234,78;8636,64;2022-01-01
202201;6084;9820,0;3912372,57;944101,12;631891,78;2022-01-01
202201;6084;9900,0;39761,72;6210,65;5350,56;2022-01-01
202203;5193;9770,0;5212334,73;2466900,77;1425123,23;2022-03-01
202203;5720;5530,0;22502813,86;21109172,54;4228060,01;2022-03-01
202203;5720;6210,0;22260448,68;14407545,27;4289978,99;2022-03-01
202203;5720;6220,0;13763149,38;3522117,98;1795246,39;2022-03-01
202203;5720;6280,0;1583767,56;897467,72;383126,75;2022-03-01
202203;5720;6320,0;756639,44;1028394,28;162984,0;2022-03-01
202203;5720;6380,0;338025,8;2756,52;35166,02;2022-03-01
202203;5720;6520,0;523173,25;395985,55;88500,27;2022-03-01
202203;5193;9820,0;7225650,04;1380777,56;2159485,22;2022-03-01
202203;5193;9840,0;2340,95;50921,95;3033,18;2022-03-01
202203;5193;9900,0;20858,7;38889,16;10258,81;2022-03-01
202208;5720;10610,0;986068,8;-14372,79;711922,04;2022-08-01
202208;5720;10650,0;633510,1;4462,02;244004,79;2022-08-01
202106;6122;7750,0;5273939,48;386664,13;1045944,76;2021-06-01
202106;6122;7760,0;1826745,77;-15455622,83;377800,01;2021-06-01
202201;6122;1180,0;3917687,92;181931,9;227333,15;2022-01-01
202201;6122;1410,0;978714,36;0,0;98372,47;2022-01-01
202201;6122;1670,0;838855,95;999954,42;34402,79;2022-01-01
202201;6122;1710,0;152168,14;52595,15;28542,63;2022-01-01
202201;6122;1960,0;15349805,18;987875,62;595799,15;2022-01-01
202201;6122;3100,0;3669998,43;895743,1;208411,51;2022-01-01
202201;6122;3130,0;21615,14;0,0;7642,99;2022-01-01
202202;6122;3780,0;1666307,92;14540,76;324694,32;2022-02-01
202011;6190;13770,0;1913183,86;236411,1;1234904,77;2020-11-01
202205;2062;1950,0;57151234,7;8649358,77;36663458,32;2022-05-01
202011;6190;13810,0;916573,56;269241,9;282262,47;2020-11-01
202011;6190;13840,0;376631,86;192889,23;83655,82;2020-11-01
202011;6190;13900,0;26124,29;7308,85;5954,19;2020-11-01
202011;6190;13910,0;2402757,77;1116562,19;574349,57;2020-11-01
202011;6190;14170,0;2103531,83;649062,85;302685,2;2020-11-01
202011;6190;14330,0;216225,31;42928,2;13043,79;2020-11-01
202011;6190;15350,0;-18788,06;71121,0;3187,74;2020-11-01
202011;6190;15370,0;244058,17;20160,0;43462,28;2020-11-01
202011;6190;15970,0;92269,76;8679,0;20180,16;2020-11-01
202011;6190;16010,0;902697,84;24904,38;556721,01;2020-11-01
202011;6190;16020,0;317287,16;21225,95;176733,78;2020-11-01
202011;6190;17340,0;8041138,78;787,5;461399,38;2020-11-01
202012;6190;10680,0;0,0;2103,99;3667,53;2020-12-01
202012;6190;11010,0;3477202,28;24269743,24;342127,74;2020-12-01
202012;6190;11300,0;1609858,94;4623845,03;350915,05;2020-12-01
202012;6190;11620,0;824352,5;993312,06;167150,1;2020-12-01
202204;5045;1140,0;0,0;41,92;0,0;2022-04-01
202202;6173;9770,0;-146534,17;56369,03;-8059,37;2022-02-01
202202;6190;5250,0;68669,13;0,0;13216,14;2022-02-01
202202;6190;5260,0;1015980,94;346877,89;173421,97;2022-02-01
202202;6190;5310,0;255801538,98;187748760,26;54604397,4;2022-02-01
202202;6190;5420,0;4831283,23;1319942,03;1029934,26;2022-02-01
202202;6190;5530,0;63413524,8;48476086,81;12926911,61;2022-02-01
202202;6190;6210,0;11380659,29;9172585,61;2333390,46;2022-02-01
202202;6190;6220,0;15463842,58;6373430,49;1840482,23;2022-02-01
202202;6190;6280,0;174078,99;164185,7;37344,41;2022-02-01
202202;6173;9820,0;87501,63;6840,79;11255,18;2022-02-01
202202;6173;9930,0;160050,06;90217,83;19856,05;2022-02-01
202202;6173;13810,0;771,35;0,0;173,95;2022-02-01
202202;6173;13910,0;3141,72;0,0;675,35;2022-02-01
202202;6190;6320,0;1175450,84;580454,11;263062,26;2022-02-01
202202;6190;6380,0;382,51;0,0;32,18;2022-02-01
202202;6190;6520,0;179096,28;27762,13;47951,13;2022-02-01
202307;5177;1730,0;0,0;416,59;0,0;2023-07-01
202307;5177;5420,0;104834357,32;55509080,81;17871882,31;2023-07-01
202202;6190;6540,0;16451794,47;6606522,48;3889232,78;2022-02-01
202202;6190;6550,0;10148776,97;9537171,9;2405257,56;2022-02-01
202202;6190;6560,0;481893,65;29005,0;136249,62;2022-02-01
202202;6190;6580,0;8703,32;0,0;1955,98;2022-02-01
202202;6190;7460,0;2669404,58;1807872,06;608023,02;2022-02-01
202202;6190;7750,0;8649529,5;-127660,95;2347307,98;2022-02-01
202202;6190;7760,0;806261,12;18258,8;220889,58;2022-02-01
202202;6190;9290,0;474336,07;98896,8;241112,49;2022-02-01
202202;6190;9770,0;5685625,95;1029777,29;3682544,09;2022-02-01
202202;6190;9800,0;59642,27;102585,04;36947,97;2022-02-01
202202;6190;9820,0;7446670,74;2568235,22;3094797,65;2022-02-01
202202;6190;9840,0;9152,9;8686,0;3478,52;2022-02-01
202202;6190;9870,0;445288,33;12369,35;258916,76;2022-02-01
202202;6190;9900,0;1160316,3;80320,99;596515,16;2022-02-01
202202;6190;9930,0;13058284,37;9228348,27;4052979,65;2022-02-01
202303;6467;3510,0;403201,64;236196,59;99951,16;2023-03-01
202207;4952;5420,0;8584928,69;5428269,82;2129911,51;2022-07-01
202207;4952;5530,0;4016254,21;3090065,87;924614,31;2022-07-01
202203;6190;9900,0;1106440,05;306367,21;568611,86;2022-03-01
202203;6190;9930,0;14029693,22;9263753,23;4429158,09;2022-03-01
202203;6190;10610,0;6009210,76;1409370,87;697827,96;2022-03-01
202203;6190;10650,0;1646137,29;14449,64;115908,69;2022-03-01
202203;6190;11010,0;21659689,18;88277347,85;2428121,08;2022-03-01
202203;6190;11300,0;3505918,71;4228279,37;734573,32;2022-03-01
202203;6190;11620,0;1375383,38;797874,21;269530,89;2022-03-01
202203;6190;13290,0;82347,86;9259,69;19470,13;2022-03-01
202203;6190;13770,0;2474747,07;95654,74;1592375,63;2022-03-01
202203;6190;13810,0;1408242,07;-192176,16;403362,86;2022-03-01
202203;6190;13840,0;658722,26;276392,16;137645,14;2022-03-01
202203;6190;13900,0;71958,66;-7,39;16067,1;2022-03-01
202203;6190;13910,0;4050855,54;-4377,45;936519,7;2022-03-01
202203;6190;14170,0;2677828,5;109509,05;181358,74;2022-03-01
202203;6190;14330,0;254004,53;0,0;9422,87;2022-03-01
202204;6190;13770,0;2391303,96;99747,89;1542329,71;2022-04-01
202204;6190;13810,0;1372738,59;72490,51;401970,21;2022-04-01
202307;5177;3100,0;1253509,68;89637,08;91080,05;2023-07-01
202204;6190;13840,0;652583,18;152905,98;145202,29;2022-04-01
202204;6190;13900,0;73328,15;12605,42;16767,55;2022-04-01
202204;6190;13910,0;4015026,27;1075100,52;1062853,91;2022-04-01
202204;6190;14170,0;2576602,31;104829,8;312623,16;2022-04-01
202204;6190;14330,0;222446,64;8000,0;6058,42;2022-04-01
202206;6190;15970,0;61944,81;-52693,11;13948,35;2022-06-01
202206;6190;16010,0;1369551,02;39666,6;844990,78;2022-06-01
202206;6190;16020,0;256136,92;71903,08;144727,99;2022-06-01
202202;6211;1140,0;23758284,09;12985376,03;7233483,11;2022-02-01
202202;6211;1160,0;17448,0;8485,12;12163,98;2022-02-01
202202;6211;1180,0;8430634,04;2993575,09;3220624,59;2022-02-01
202202;6211;1410,0;72215,92;-54508,58;25151,84;2022-02-01
202202;6211;1670,0;1684,72;-34998,04;1157,52;2022-02-01
202202;6211;1710,0;6455484,64;1256266,76;4286987,4;2022-02-01
202202;6211;1960,0;92047,18;21134,73;834,93;2022-02-01
202202;6211;3510,0;254496,15;-109553,37;92183,22;2022-02-01
202202;6211;6210,0;0,0;77892,43;390,96;2022-02-01
202202;6211;7480,0;21580207,63;18291228,9;1892361,01;2022-02-01
202202;6211;7750,0;0,0;5446,56;0,0;2022-02-01
202202;6211;11010,0;1092102,38;4587606,1;109209,72;2022-02-01
202202;6211;11020,0;8418618,46;31469393,58;849292,07;2022-02-01
202202;6220;13290,0;129097,82;298463,37;27864,85;2022-02-01
202202;6220;13690,0;2791365,79;3598934,99;455624,58;2022-02-01
202202;6220;13810,0;976100,3;2799176,65;244200,39;2022-02-01
202305;6238;10680,0;0,0;1594,39;-0,01;2023-05-01
202108;6238;9800,0;772802,02;-219899,65;191883,52;2021-08-01
202108;6238;9810,0;1010,08;541,78;353,48;2021-08-01
202108;6238;9820,0;3859694,68;2554675,34;2328029,13;2021-08-01
202202;6220;9290,0;972610,3;358786,28;163682,91;2022-02-01
202202;6220;9770,0;4199344,96;1513104,41;1542606,91;2022-02-01
202202;6220;9820,0;11853895,89;2040128,23;4568814,03;2022-02-01
202202;6220;9840,0;87993,17;35919,87;12709,33;2022-02-01
202202;6220;9900,0;24797,94;34570,02;7137,34;2022-02-01
202202;6220;9930,0;24948331,57;24013320,45;5207531,88;2022-02-01
202305;6238;11010,0;42840577,17;7061366,32;-39796,09;2023-05-01
202305;6238;11030,0;220127,25;49434,53;26619,34;2023-05-01
202305;6238;11070,0;1118372,97;18733,15;112446,59;2023-05-01
202301;2852;11300,0;1878026,02;909618,91;677755,83;2023-01-01
202104;6238;1110,0;0,0;2298,62;0,0;2021-04-01
202104;6238;1140,0;10503344,63;2625347,77;5100745,34;2021-04-01
202301;2852;11620,0;4501754,78;728000,78;1637381,02;2023-01-01
202301;2852;13290,0;290819,34;30972,06;122173,53;2023-01-01
202202;6238;1110,0;0,0;1592,35;0,0;2022-02-01
202202;6238;1140,0;10400258,14;3930526,65;5016851,69;2022-02-01
202202;6238;1150,0;0,98;178428,61;0,38;2022-02-01
202202;6238;1160,0;3609578,12;2560317,77;1006448,9;2022-02-01
202202;6238;1180,0;16852665,98;82782946,74;3942186,33;2022-02-01
202202;6238;1410,0;25161565,39;8783318,04;134756,74;2022-02-01
202202;6238;1670,0;1151141,19;271621,43;61421,24;2022-02-01
202202;6238;1710,0;17711048,12;4249192,52;4545376,82;2022-02-01
202202;6238;1950,0;8760648,02;2610081,29;4818033,73;2022-02-01
202202;6238;1960,0;71817533,21;-26066767,42;1100748,97;2022-02-01
202202;6238;3100,0;9333,81;-116460,37;9,93;2022-02-01
202202;6238;3130,0;220538,59;301595,14;27917,48;2022-02-01
202305;6238;11300,0;33279188,58;14330927,69;7606192,43;2023-05-01
202305;6238;11620,0;20050206,71;6431335,81;5062714,83;2023-05-01
202202;6238;3510,0;2733564,28;1845166,87;582146,56;2022-02-01
202112;1261;16010,0;3107958,67000002;670589,67;1595381,01;2021-12-01
202201;1261;16010,0;3164106,19;419497,25;2104888,36;2022-01-01
202202;1261;16010,0;2711662,2;270752,32;1845673,95;2022-02-01
202208;5720;11010,0;1178651,31;3524659,56;132787,13;2022-08-01
202208;5720;11020,0;0,0;4,68;7,41;2022-08-01
202209;2895;9290,0;242419,74;61499,85;86078,16;2022-09-01
202202;6238;3780,0;2191974,36;204175,02;407444,84;2022-02-01
202202;6238;4330,0;0,0;628,71;33451,47;2022-02-01
202202;6238;5200,0;2305180,26;422635,52;569016,53;2022-02-01
202202;6238;5240,0;697458,79;324417,77;446128,15;2022-02-01
202202;6238;5250,0;55324,0;-19112,4;9309,71;2022-02-01
202202;6238;5310,0;123299435,11;123142375,69;23262134,09;2022-02-01
202202;6238;5420,0;34498597,26;11267219,82;4543969,46;2022-02-01
202202;6238;5530,0;71756227,43;48586874,77;14214080,13;2022-02-01
202202;6238;6210,0;3535670,35;550353,51;525028,5;2022-02-01
202202;6238;6220,0;1637902,18;-441025,69;255055,28;2022-02-01
202202;6238;6320,0;143863,67;735918,66;20727,38;2022-02-01
202202;6238;6380,0;7219,55;75910,58;1,91;2022-02-01
202202;6238;6520,0;1216076,12;2112,77;121644,95;2022-02-01
202202;6238;6540,0;12126412,87;8384376,52;-704109,85;2022-02-01
202202;6238;6550,0;4806563,02;3333606,8;876817,83;2022-02-01
202202;6238;6560,0;57548,66;172,33;11756,22;2022-02-01
202210;5690;9930,0;231888,92;204448,01;30253,09;2022-10-01
202210;5690;10610,0;10074941,81;6449116,74;210077,61;2022-10-01
202210;5690;10650,0;3456699,04;951403,07;91558,35;2022-10-01
202202;6238;7400,0;0,0;157735,29;0,0;2022-02-01
202412;4359;8600,0;0,0;4851,24;0,0;2024-12-01
202203;1571;6210,0;4793238,71;2160197,91;385317,0;2022-03-01
202203;1571;6220,0;2967819,67;12952418,27;470468,33;2022-03-01
202205;6301;9840,0;241432,56;4515,21;80174,34;2022-05-01
202205;6301;9930,0;20414623,33;3829081,53;6532522,27;2022-05-01
202205;6301;10610,0;1267772,3;560833,58;164810,4;2022-05-01
202205;6301;10650,0;697098,5;-230208,21;90622,82;2022-05-01
202205;6301;11980,0;797677,46;789779,51;249780,97;2022-05-01
202205;6301;13810,0;148548,75;9532,18;26666,25;2022-05-01
202311;6238;13840,0;978767,3;-131168,12;312405,13;2023-11-01
202208;6238;9930,0;3776523,55;2766171,61;877900,09;2022-08-01
202208;6238;10610,0;766496,65;6111,26;101918,66;2022-08-01
202208;6238;10650,0;201281,85;20810,0;24491,33;2022-08-01
202208;6238;10680,0;0,0;1383,36;68341,01;2022-08-01
202208;6238;11010,0;38842700,51;-9132675,2;3445418,05;2022-08-01
202208;6238;11030,0;293640,13;82247,39;44620,14;2022-08-01
202208;6238;11070,0;808460,16;15025,16;79241,31;2022-08-01
202208;6238;11300,0;29104164,38;15187311,49;5459441,86;2022-08-01
202208;6238;11620,0;22326662,44;8533136,62;4328957,61;2022-08-01
202112;6351;13810,0;3213037,82;-604197,04;1471208,88;2021-12-01
202112;6351;13830,0;-23189,33;496618,37;5212,47;2021-12-01
202112;6351;13840,0;2404414,75;1171030,71;370657,42;2021-12-01
202112;6351;13900,0;1610337,84;33188,1;1103067,16;2021-12-01
202112;6351;13910,0;1189144,91;401348,25;10977830,83;2021-12-01
202112;6301;9290,0;159986,37;60681,66;53964,11;2021-12-01
